study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA301892	SAMN04260224	SRS1163548	SRX1432542	SRR2917302	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917302/SRR2917302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917302/SRR2917302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917302/SRR2917302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917302/SRR2917302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917302	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917302		
PRJNA301892	SAMN04260225	SRS1163547	SRX1432543	SRR2917303	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917303/SRR2917303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917303/SRR2917303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917303/SRR2917303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917303/SRR2917303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917303	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917303		
PRJNA301892	SAMN04260226	SRS1163546	SRX1432544	SRR2917304	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917304/SRR2917304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917304/SRR2917304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917304/SRR2917304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917304/SRR2917304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917304	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917304		
PRJNA301892	SAMN04260227	SRS1163545	SRX1432545	SRR2917305	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917305/SRR2917305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917305/SRR2917305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917305/SRR2917305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917305/SRR2917305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917305	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917305		
PRJNA301892	SAMN04260228	SRS1163544	SRX1432546	SRR2917306	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917306/SRR2917306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917306/SRR2917306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917306/SRR2917306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917306/SRR2917306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/006/SRR2917306	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/006/SRR2917306		
PRJNA301892	SAMN04260229	SRS1163543	SRX1432547	SRR2917307	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917307/SRR2917307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917307/SRR2917307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917307/SRR2917307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917307/SRR2917307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/007/SRR2917307	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/007/SRR2917307		
PRJNA301892	SAMN04260230	SRS1163542	SRX1432548	SRR2917308	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917308/SRR2917308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917308/SRR2917308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917308/SRR2917308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917308/SRR2917308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/008/SRR2917308	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/008/SRR2917308		
PRJNA301892	SAMN04260231	SRS1163541	SRX1432549	SRR2917309	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917309/SRR2917309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917309/SRR2917309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917309/SRR2917309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917309/SRR2917309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/009/SRR2917309	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/009/SRR2917309		
PRJNA301892	SAMN04260232	SRS1163540	SRX1432550	SRR2917310	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917310/SRR2917310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917310/SRR2917310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917310/SRR2917310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917310/SRR2917310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/000/SRR2917310	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/000/SRR2917310		
PRJNA301892	SAMN04260233	SRS1163539	SRX1432551	SRR2917311	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917311/SRR2917311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917311/SRR2917311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917311/SRR2917311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917311/SRR2917311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/001/SRR2917311	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/001/SRR2917311		
PRJNA301892	SAMN04260234	SRS1163538	SRX1432552	SRR2917312	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917312/SRR2917312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917312/SRR2917312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917312/SRR2917312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917312/SRR2917312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917312	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917312		
PRJNA301892	SAMN04260235	SRS1163537	SRX1432553	SRR2917313	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917313/SRR2917313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917313/SRR2917313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917313/SRR2917313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917313/SRR2917313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917313	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917313		
PRJNA301892	SAMN04260236	SRS1163536	SRX1432554	SRR2917314	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917314/SRR2917314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917314/SRR2917314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917314/SRR2917314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917314/SRR2917314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917314	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917314		
PRJNA301892	SAMN04260237	SRS1163535	SRX1432555	SRR2917315	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917315/SRR2917315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917315/SRR2917315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917315/SRR2917315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917315/SRR2917315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917315	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917315		
PRJNA301892	SAMN04260238	SRS1163534	SRX1432556	SRR2917316	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917316/SRR2917316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917316/SRR2917316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917316/SRR2917316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/006/SRR2917316/SRR2917316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/006/SRR2917316	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/006/SRR2917316		
PRJNA301892	SAMN04260239	SRS1163533	SRX1432557	SRR2917317	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917317/SRR2917317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917317/SRR2917317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917317/SRR2917317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/007/SRR2917317/SRR2917317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/007/SRR2917317	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/007/SRR2917317		
PRJNA301892	SAMN04260240	SRS1163532	SRX1432558	SRR2917318	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917318/SRR2917318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917318/SRR2917318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917318/SRR2917318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/008/SRR2917318/SRR2917318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/008/SRR2917318	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/008/SRR2917318		
PRJNA301892	SAMN04260241	SRS1163531	SRX1432559	SRR2917319	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917319/SRR2917319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917319/SRR2917319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917319/SRR2917319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/009/SRR2917319/SRR2917319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/009/SRR2917319	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/009/SRR2917319		
PRJNA301892	SAMN04260242	SRS1163530	SRX1432560	SRR2917320	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917320/SRR2917320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917320/SRR2917320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917320/SRR2917320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/000/SRR2917320/SRR2917320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/000/SRR2917320	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/000/SRR2917320		
PRJNA301892	SAMN04260243	SRS1163529	SRX1432561	SRR2917321	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917321/SRR2917321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917321/SRR2917321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917321/SRR2917321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/001/SRR2917321/SRR2917321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/001/SRR2917321	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/001/SRR2917321		
PRJNA301892	SAMN04260244	SRS1163528	SRX1432562	SRR2917322	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917322/SRR2917322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917322/SRR2917322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917322/SRR2917322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/002/SRR2917322/SRR2917322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917322	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/002/SRR2917322		
PRJNA301892	SAMN04260245	SRS1163527	SRX1432563	SRR2917323	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917323/SRR2917323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917323/SRR2917323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917323/SRR2917323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/003/SRR2917323/SRR2917323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917323	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/003/SRR2917323		
PRJNA301892	SAMN04260246	SRS1163526	SRX1432564	SRR2917324	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917324/SRR2917324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917324/SRR2917324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917324/SRR2917324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/004/SRR2917324/SRR2917324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917324	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/004/SRR2917324		
PRJNA301892	SAMN04260247	SRS1163525	SRX1432565	SRR2917325	62155	Emberizinae	Illumina	HiSeq	2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917325/SRR2917325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917325/SRR2917325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917325/SRR2917325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/005/SRR2917325/SRR2917325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917325	ftp.sra.ebi.ac.uk/vol1/srr/SRR291/005/SRR2917325		
